factor_id,order_id,traffic_condition,weather_condition,event_type,recorded_at
8486,3490,Heavy,Fog,Holiday,2025-08-12 21:41:17
8487,1305,Heavy,Rain,Holiday,2025-04-15 06:23:21
8488,3378,Clear,Clear,Holiday,2025-01-27 00:48:58
8489,3855,Moderate,Rain,Strike,2025-04-02 08:18:56
8490,1825,Moderate,Rain,,2025-02-16 20:02:44
8491,6697,Clear,Rain,Strike,2025-04-04 15:37:21
8492,6431,Clear,Fog,,2025-06-04 01:26:17
8493,1954,Heavy,Rain,Strike,2025-07-17 02:12:18
8494,8266,Clear,Clear,,2025-05-21 09:35:04
8495,107,Heavy,Rain,Festival,2025-03-22 09:09:04
8496,5996,Clear,Clear,Strike,2025-03-03 19:59:53
8497,9196,Heavy,Rain,,2025-03-02 13:17:58
8498,1405,Heavy,Clear,Strike,2025-03-22 01:24:52
8499,9855,Clear,Rain,,2025-03-17 03:18:46
8500,2861,Heavy,Fog,Holiday,2025-05-02 05:06:07
8501,5289,Clear,Clear,Festival,2025-07-29 15:05:31
8502,6458,Moderate,Rain,Holiday,2025-05-09 00:26:36
8503,1877,Clear,Clear,Holiday,2025-05-12 22:33:28
8504,2640,Clear,Fog,Holiday,2025-08-13 05:18:48
8505,7500,Clear,Fog,Holiday,2025-06-18 12:26:22
8506,5326,Moderate,Rain,Strike,2025-03-27 20:34:15
8507,9966,Heavy,Clear,Holiday,2025-09-08 17:12:29
8508,3156,Moderate,Rain,Holiday,2025-05-26 17:55:08
8509,1086,Clear,Fog,Holiday,2025-07-25 23:05:38
8510,4621,Clear,Fog,Holiday,2025-02-06 21:09:52
8511,3849,Moderate,Clear,Festival,2025-07-06 18:44:09
8512,4667,Heavy,Rain,Holiday,2025-05-31 22:49:15
8513,8666,Clear,Rain,,2025-04-29 06:32:53
8514,6407,Heavy,Fog,Strike,2025-09-09 07:39:35
8515,7671,Moderate,Fog,,2025-04-13 04:34:51
8516,1423,Clear,Fog,,2025-08-10 09:59:07
8517,3129,Moderate,Rain,,2025-01-03 17:28:10
8518,6019,Heavy,Clear,,2025-05-13 02:14:11
8519,272,Clear,Clear,Festival,2025-04-13 16:03:30
8520,2660,Clear,Rain,,2025-08-30 11:15:10
8521,738,Heavy,Clear,Holiday,2025-05-05 11:17:12
8522,1393,Heavy,Clear,,2025-02-02 08:51:47
8523,4101,Moderate,Fog,Strike,2025-07-05 08:44:39
8524,6695,Moderate,Fog,,2025-04-01 04:23:24
8525,7606,Heavy,Fog,Strike,2025-01-07 16:11:08
8526,7559,Heavy,Rain,Strike,2025-07-27 05:52:43
8527,4761,Clear,Clear,Strike,2025-01-30 23:37:11
8528,180,Clear,Rain,,2025-01-07 13:16:18
8529,5755,Heavy,Clear,,2025-05-11 03:00:52
8530,3790,Moderate,Fog,,2025-02-10 11:16:14
8531,411,Moderate,Fog,,2025-08-24 10:28:30
8532,7719,Clear,Fog,Festival,2025-05-20 00:10:12
8533,8536,Heavy,Clear,Festival,2025-07-29 12:56:29
8534,1540,Clear,Rain,Strike,2025-08-15 17:18:11
8535,2909,Moderate,Fog,,2025-01-02 06:31:39
8536,5593,Moderate,Fog,,2025-01-12 09:08:36
8537,5075,Heavy,Fog,Festival,2025-08-12 22:24:38
8538,2907,Heavy,Rain,Holiday,2025-04-22 20:41:46
8539,990,Clear,Fog,Holiday,2025-07-22 03:18:33
8540,3895,Clear,Clear,,2025-09-05 05:40:11
8541,4801,Heavy,Clear,Festival,2025-05-26 00:05:47
8542,8942,Clear,Rain,Holiday,2025-08-01 13:59:41
8543,1718,Clear,Rain,Holiday,2025-06-17 20:08:42
8544,9857,Clear,Fog,Holiday,2025-04-07 12:51:43
8545,2403,Clear,Clear,Holiday,2025-08-06 10:46:52
8546,6227,Moderate,Fog,Holiday,2025-04-06 03:01:22
8547,1350,Clear,Clear,Holiday,2025-04-30 01:07:18
8548,7849,Clear,Clear,,2025-08-11 02:31:03
8549,416,Clear,Rain,Holiday,2025-04-22 10:53:29
8550,6019,Moderate,Clear,Holiday,2025-01-12 20:50:04
8551,8541,Clear,Fog,,2025-01-01 05:42:57
8552,3182,Moderate,Clear,Festival,2025-01-17 13:01:00
8553,5716,Moderate,Fog,Strike,2025-01-17 19:35:15
8554,6812,Heavy,Rain,Strike,2025-08-31 03:14:07
8555,6496,Moderate,Rain,Strike,2025-01-26 05:55:26
8556,9677,Moderate,Fog,Festival,2025-07-02 16:36:23
8557,9603,Moderate,Fog,Holiday,2025-08-28 06:51:04
8558,7506,Heavy,Clear,Festival,2025-05-20 19:31:57
8559,5519,Heavy,Clear,,2025-04-28 06:12:25
8560,1065,Clear,Rain,Festival,2025-08-14 23:21:35
8561,3591,Heavy,Fog,Festival,2025-08-17 15:39:33
8562,6416,Moderate,Rain,Strike,2025-05-03 21:43:41
8563,7803,Clear,Clear,Holiday,2025-05-25 15:50:18
8564,7113,Clear,Rain,,2025-07-04 12:08:22
8565,8276,Moderate,Clear,,2025-05-25 17:34:12
8566,2327,Clear,Fog,Holiday,2025-03-17 23:29:29
8567,4617,Clear,Fog,Strike,2025-01-22 17:29:19
8568,9039,Heavy,Rain,Strike,2025-01-23 07:27:38
8569,9928,Heavy,Rain,Holiday,2025-02-19 13:01:39
8570,6810,Clear,Clear,Holiday,2025-05-14 09:56:25
8571,2011,Clear,Rain,Holiday,2025-04-07 09:59:54
8572,64,Moderate,Clear,Strike,2025-04-18 12:38:08
8573,7754,Moderate,Rain,Holiday,2025-01-25 21:54:29
8574,8744,Clear,Rain,Strike,2025-07-04 15:11:53
8575,6133,Moderate,Rain,Festival,2025-03-11 09:07:10
8576,1945,Heavy,Clear,,2025-01-23 08:57:00
8577,692,Moderate,Clear,Holiday,2025-06-25 23:08:42
8578,5389,Heavy,Clear,,2025-05-06 05:14:59
8579,2600,Moderate,Fog,,2025-08-29 16:45:43
8580,2544,Clear,Clear,Festival,2025-04-08 22:31:52
8581,2258,Moderate,Rain,Holiday,2025-09-09 16:23:50
8582,6711,Clear,Clear,,2025-01-22 05:18:59
8583,151,Clear,Rain,Holiday,2025-04-12 14:33:45
8584,4947,Clear,Clear,Festival,2025-07-11 18:21:26
8585,3077,Clear,Fog,Strike,2025-09-06 09:56:37
8586,7575,Clear,Clear,Holiday,2025-03-26 20:33:49
8587,7338,Moderate,Clear,Festival,2025-03-23 09:40:21
8588,4085,Heavy,Fog,,2025-05-08 06:16:28
8589,1435,Heavy,Clear,Strike,2025-07-12 02:25:36
8590,88,Heavy,Fog,Festival,2025-07-01 13:58:11
8591,5397,Heavy,Fog,Holiday,2025-04-12 13:50:16
8592,3662,Moderate,Fog,,2025-09-07 07:52:46
8593,6805,Moderate,Rain,Holiday,2025-09-10 23:20:23
8594,5729,Moderate,Clear,Strike,2025-06-24 13:22:02
8595,5438,Clear,Clear,Holiday,2025-04-02 14:11:11
8596,8613,Heavy,Fog,Holiday,2025-03-19 15:26:00
8597,4381,Clear,Rain,Holiday,2025-06-23 01:36:24
8598,9333,Clear,Fog,Festival,2025-03-18 15:49:53
8599,2889,Moderate,Clear,,2025-06-02 01:06:23
8600,9341,Clear,Rain,Festival,2025-01-07 18:14:08
8601,8880,Heavy,Fog,,2025-01-18 10:55:53
8602,5980,Clear,Rain,Festival,2025-08-26 09:11:53
8603,4776,Heavy,Fog,Festival,2025-05-01 20:51:31
8604,2326,Moderate,Fog,,2025-06-27 09:08:11
8605,6963,Clear,Clear,Festival,2025-08-01 22:54:34
8606,9834,Clear,Clear,Holiday,2025-08-15 13:20:31
8607,1393,Moderate,Rain,Strike,2025-08-13 07:04:50
8608,826,Heavy,Clear,,2025-08-30 19:28:43
8609,5227,Heavy,Clear,Holiday,2025-04-26 02:20:05
8610,7016,Moderate,Rain,Holiday,2025-04-14 01:10:52
8611,2904,Moderate,Fog,Strike,2025-02-26 12:49:07
8612,2061,Moderate,Fog,Strike,2025-04-22 12:10:22
8613,9560,Moderate,Rain,Festival,2025-02-19 16:22:53
8614,6063,Moderate,Clear,,2025-07-09 04:40:39
8615,7299,Clear,Clear,Holiday,2025-06-12 18:22:14
8616,6384,Heavy,Rain,Strike,2025-04-22 23:54:25
8617,2400,Moderate,Rain,Strike,2025-01-30 06:48:50
8618,8343,Clear,Fog,Strike,2025-03-16 01:28:51
8619,541,Clear,Rain,Holiday,2025-03-17 03:48:15
8620,2301,Clear,Rain,Holiday,2025-03-09 19:59:46
8621,8847,Moderate,Fog,,2025-03-23 01:21:14
8622,1192,Moderate,Fog,Festival,2025-08-17 07:25:06
8623,4656,Heavy,Clear,,2025-07-25 03:32:06
8624,7199,Clear,Clear,Strike,2025-02-09 07:09:17
8625,684,Clear,Clear,,2025-08-13 19:04:34
8626,6237,Clear,Fog,,2025-01-06 21:06:32
8627,2687,Clear,Clear,Festival,2025-06-05 20:46:26
8628,5268,Clear,Fog,Strike,2025-05-15 13:18:14
8629,5142,Clear,Clear,Festival,2025-05-18 08:15:04
8630,8393,Moderate,Rain,Holiday,2025-05-09 10:48:40
8631,9515,Heavy,Fog,,2025-04-06 06:52:21
8632,2051,Heavy,Rain,Holiday,2025-07-30 18:53:30
8633,6786,Clear,Fog,,2025-08-27 10:14:20
8634,2552,Moderate,Rain,Strike,2025-01-09 14:28:42
8635,4043,Clear,Clear,Strike,2025-08-28 13:40:25
8636,1021,Heavy,Clear,Festival,2025-06-22 00:19:37
8637,5342,Moderate,Clear,Festival,2025-04-26 05:48:35
8638,9457,Moderate,Rain,,2025-03-16 07:22:39
8639,3069,Heavy,Fog,Strike,2025-08-29 20:16:30
8640,3772,Clear,Clear,Festival,2025-07-18 04:28:28
8641,655,Clear,Clear,,2025-08-26 19:00:26
8642,7448,Clear,Fog,Festival,2025-07-04 19:21:55
8643,4498,Clear,Clear,Strike,2025-04-02 04:11:51
8644,1270,Heavy,Clear,Strike,2025-08-12 09:57:47
8645,333,Clear,Rain,Strike,2025-05-16 06:16:09
8646,6786,Clear,Fog,Festival,2025-01-13 19:24:31
8647,9952,Heavy,Fog,,2025-03-15 19:16:05
8648,2184,Clear,Fog,Holiday,2025-05-18 15:22:11
8649,1273,Clear,Fog,Festival,2025-05-18 11:50:16
8650,2641,Heavy,Clear,Strike,2025-07-28 23:40:48
8651,3692,Clear,Clear,Holiday,2025-08-10 12:51:00
8652,96,Clear,Fog,,2025-01-04 22:11:45
8653,8367,Clear,Clear,Strike,2025-02-10 00:14:48
8654,6346,Moderate,Clear,Holiday,2025-01-16 20:52:47
8655,7555,Heavy,Fog,,2025-01-20 23:54:53
8656,6755,Heavy,Clear,Holiday,2025-01-02 03:24:05
8657,9079,Clear,Clear,,2025-07-28 03:31:59
8658,8148,Clear,Fog,Holiday,2025-07-12 03:31:09
8659,9110,Clear,Clear,Strike,2025-02-02 13:07:56
8660,313,Heavy,Clear,Holiday,2025-03-13 09:01:32
8661,5356,Heavy,Fog,Strike,2025-07-25 13:46:02
8662,8523,Moderate,Clear,Festival,2025-09-08 02:42:25
8663,721,Heavy,Rain,Festival,2025-05-26 22:52:18
8664,5306,Clear,Rain,Strike,2025-05-12 13:10:02
8665,384,Heavy,Fog,,2025-01-26 04:15:25
8666,9702,Heavy,Clear,Holiday,2025-05-09 22:23:55
8667,2090,Clear,Rain,Holiday,2025-05-28 21:47:04
8668,9756,Moderate,Fog,Strike,2025-06-07 10:09:06
8669,3438,Clear,Clear,Festival,2025-05-17 22:15:19
8670,5853,Heavy,Rain,Holiday,2025-05-16 09:37:32
8671,6488,Heavy,Rain,Festival,2025-07-15 12:30:38
8672,2676,Moderate,Clear,Strike,2025-06-24 07:39:17
8673,4500,Moderate,Rain,Festival,2025-01-22 04:12:31
8674,8843,Heavy,Fog,Strike,2025-01-20 22:53:01
8675,9594,Clear,Rain,Strike,2025-08-04 11:46:07
8676,1279,Heavy,Fog,Holiday,2025-03-13 04:00:10
8677,5663,Heavy,Fog,Festival,2025-02-25 08:38:43
8678,7999,Heavy,Fog,Festival,2025-01-14 19:31:20
8679,8977,Moderate,Clear,Holiday,2025-01-22 22:49:13
8680,4226,Clear,Clear,Holiday,2025-07-10 14:17:56
8681,7736,Clear,Fog,Holiday,2025-02-28 12:34:22
8682,8284,Clear,Clear,,2025-08-28 04:44:18
8683,83,Heavy,Clear,Festival,2025-06-15 16:34:41
8684,4787,Heavy,Clear,Holiday,2025-04-17 04:26:21
8685,6204,Heavy,Rain,Festival,2025-04-18 05:57:30
8686,1645,Moderate,Rain,Festival,2025-06-27 11:02:37
8687,2167,Moderate,Fog,Holiday,2025-04-13 00:46:21
8688,5348,Moderate,Clear,Holiday,2025-03-01 13:52:34
8689,4982,Heavy,Fog,Festival,2025-06-13 07:17:49
8690,4794,Heavy,Rain,Holiday,2025-08-04 04:23:31
8691,2542,Clear,Clear,Holiday,2025-06-23 23:30:53
8692,6953,Moderate,Rain,Strike,2025-06-22 03:25:06
8693,8634,Heavy,Fog,Festival,2025-06-28 01:35:30
8694,549,Clear,Rain,Strike,2025-05-02 08:50:01
8695,9424,Clear,Rain,Holiday,2025-03-12 09:13:52
8696,4953,Heavy,Clear,Strike,2025-04-09 22:37:21
8697,4858,Clear,Clear,,2025-05-04 10:27:15
8698,7210,Clear,Rain,Festival,2025-07-04 00:40:11
8699,2625,Moderate,Rain,,2025-01-14 20:24:33
8700,7033,Heavy,Rain,Strike,2025-05-17 04:55:43
8701,8835,Clear,Clear,,2025-03-03 23:24:56
8702,8633,Clear,Fog,,2025-06-09 07:56:05
8703,9911,Moderate,Clear,Strike,2025-07-20 20:31:48
8704,4715,Heavy,Fog,Festival,2025-01-14 17:08:52
8705,781,Clear,Rain,Festival,2025-09-11 06:46:55
8706,9594,Moderate,Fog,,2025-02-08 21:40:30
8707,669,Moderate,Fog,Strike,2025-02-05 07:45:06
8708,6600,Clear,Rain,,2025-08-26 02:43:27
8709,3437,Clear,Rain,Strike,2025-05-26 05:44:34
8710,9525,Clear,Rain,Festival,2025-08-21 14:44:25
8711,4775,Moderate,Fog,Holiday,2025-05-02 07:14:01
8712,7128,Moderate,Clear,,2025-06-12 15:40:15
8713,4796,Clear,Fog,Strike,2025-04-01 11:06:51
8714,2160,Moderate,Rain,,2025-01-16 11:16:11
8715,1144,Clear,Rain,Strike,2025-02-23 10:59:25
8716,9813,Moderate,Clear,Strike,2025-02-02 21:44:08
8717,276,Moderate,Fog,Holiday,2025-01-02 14:08:05
8718,4243,Clear,Clear,Strike,2025-04-03 11:27:51
8719,9674,Clear,Fog,Festival,2025-08-06 12:34:16
8720,3434,Clear,Clear,Strike,2025-01-21 23:33:31
8721,5448,Moderate,Fog,Festival,2025-01-18 11:30:33
8722,8721,Heavy,Fog,Strike,2025-08-17 18:21:57
8723,3939,Clear,Rain,Strike,2025-05-30 13:25:47
8724,9949,Heavy,Rain,Festival,2025-06-15 10:09:12
8725,2496,Moderate,Rain,Holiday,2025-02-23 15:56:15
8726,6506,Moderate,Clear,Strike,2025-07-02 08:39:36
8727,5800,Moderate,Clear,,2025-01-24 09:04:59
8728,3489,Clear,Clear,Festival,2025-05-17 19:25:09
8729,2454,Heavy,Clear,Festival,2025-07-15 09:31:07
8730,3058,Clear,Fog,Strike,2025-05-30 05:49:53
8731,2322,Moderate,Fog,Holiday,2025-03-02 15:43:27
8732,1586,Clear,Rain,,2025-04-04 11:08:32
8733,6160,Moderate,Fog,Strike,2025-03-17 12:10:58
8734,4612,Clear,Clear,Holiday,2025-03-28 06:22:51
8735,803,Heavy,Clear,Festival,2025-06-03 11:23:51
8736,1491,Heavy,Fog,Strike,2025-01-05 00:26:25
8737,4424,Heavy,Clear,,2025-03-25 12:15:33
8738,7218,Heavy,Rain,Holiday,2025-05-29 09:35:31
8739,4990,Clear,Fog,,2025-05-02 16:22:37
8740,5761,Clear,Clear,Holiday,2025-05-27 20:43:58
8741,4252,Moderate,Fog,Festival,2025-08-06 20:29:17
8742,165,Heavy,Clear,Strike,2025-06-09 11:50:47
8743,1831,Heavy,Clear,Holiday,2025-03-05 22:21:27
8744,7060,Moderate,Rain,Holiday,2025-01-19 17:40:17
8745,55,Moderate,Clear,Strike,2025-02-07 10:39:51
8746,7182,Clear,Rain,Strike,2025-03-18 00:28:26
8747,3312,Heavy,Rain,Festival,2025-03-19 04:17:24
8748,71,Heavy,Rain,Holiday,2025-01-24 16:13:47
8749,3337,Clear,Clear,Strike,2025-01-21 02:53:37
8750,3297,Moderate,Rain,Festival,2025-07-27 05:50:46
8751,5692,Moderate,Fog,Holiday,2025-04-06 14:36:48
8752,1908,Heavy,Rain,,2025-06-27 06:58:25
8753,5410,Heavy,Rain,,2025-07-05 05:33:08
8754,7303,Heavy,Fog,,2025-02-04 23:46:26
8755,9094,Heavy,Rain,,2025-09-07 12:58:14
8756,1054,Heavy,Clear,Holiday,2025-05-15 01:26:39
8757,4932,Moderate,Rain,Holiday,2025-07-30 06:07:13
8758,8923,Moderate,Rain,Festival,2025-07-27 03:31:33
8759,5247,Heavy,Rain,Festival,2025-01-25 14:09:23
8760,7446,Heavy,Rain,Strike,2025-06-15 21:25:51
8761,8264,Moderate,Clear,Festival,2025-03-12 07:07:02
8762,5020,Heavy,Rain,Festival,2025-07-29 00:01:16
8763,1866,Heavy,Clear,Festival,2025-06-21 01:14:10
8764,1919,Moderate,Clear,Festival,2025-06-11 11:30:27
8765,6529,Clear,Fog,Festival,2025-07-23 06:05:44
8766,6729,Heavy,Fog,Holiday,2025-06-18 04:07:10
8767,877,Heavy,Rain,Festival,2025-03-10 07:15:56
8768,2689,Clear,Fog,Holiday,2025-01-25 06:07:06
8769,8099,Clear,Fog,Strike,2025-05-28 09:37:04
8770,9037,Moderate,Clear,Strike,2025-05-16 15:14:14
8771,4280,Clear,Rain,Festival,2025-05-30 00:14:35
8772,9952,Clear,Clear,Holiday,2025-04-04 04:28:37
8773,9863,Heavy,Clear,Strike,2025-07-05 08:59:36
8774,2609,Clear,Fog,Strike,2025-02-13 14:46:07
8775,5408,Clear,Rain,Strike,2025-02-01 18:47:50
8776,1069,Heavy,Clear,Holiday,2025-04-06 07:22:10
8777,1286,Heavy,Rain,Strike,2025-04-04 05:47:29
8778,3375,Heavy,Rain,Holiday,2025-01-27 00:13:05
8779,8722,Moderate,Clear,,2025-08-14 09:00:37
8780,5953,Moderate,Rain,Festival,2025-05-21 12:17:05
8781,6510,Heavy,Fog,,2025-02-18 20:56:09
8782,323,Moderate,Rain,,2025-06-20 04:09:45
8783,7304,Heavy,Fog,Festival,2025-07-09 10:00:23
8784,114,Clear,Clear,Holiday,2025-04-06 07:27:08
8785,707,Clear,Clear,Festival,2025-01-17 19:43:43
8786,4564,Heavy,Rain,Holiday,2025-07-06 21:32:01
8787,1233,Clear,Rain,Holiday,2025-06-13 10:11:33
8788,4342,Clear,Fog,,2025-08-03 07:45:26
8789,8950,Clear,Fog,Holiday,2025-02-15 14:16:32
8790,7277,Clear,Rain,Strike,2025-04-23 07:35:07
8791,5253,Moderate,Clear,,2025-02-26 22:41:22
8792,9883,Moderate,Fog,Festival,2025-05-01 13:30:55
8793,6500,Heavy,Fog,Holiday,2025-05-20 10:02:47
8794,464,Heavy,Fog,Strike,2025-07-08 03:40:50
8795,2619,Heavy,Clear,Strike,2025-01-17 03:11:32
8796,3746,Clear,Rain,Strike,2025-02-09 00:52:06
8797,6686,Heavy,Rain,Festival,2025-06-03 11:58:51
8798,3166,Heavy,Rain,,2025-04-13 00:22:31
8799,6875,Clear,Clear,Festival,2025-08-19 00:41:43
8800,913,Heavy,Rain,Holiday,2025-06-18 19:26:31
8801,6833,Moderate,Rain,Holiday,2025-05-12 22:08:48
8802,3937,Moderate,Rain,Holiday,2025-06-27 01:22:39
8803,7792,Moderate,Fog,Strike,2025-01-14 05:14:14
8804,4524,Heavy,Rain,Festival,2025-06-15 06:19:26
8805,9154,Heavy,Clear,Strike,2025-08-11 23:13:16
8806,6043,Moderate,Clear,Holiday,2025-03-10 02:55:14
8807,8690,Heavy,Rain,Festival,2025-07-08 19:30:38
8808,1064,Heavy,Clear,,2025-02-21 14:38:00
8809,2817,Moderate,Fog,Festival,2025-07-26 17:38:59
8810,3606,Clear,Clear,Strike,2025-04-28 23:29:36
8811,4106,Moderate,Clear,Festival,2025-07-17 11:47:59
8812,3320,Moderate,Fog,,2025-08-01 01:13:05
8813,5265,Heavy,Fog,,2025-07-02 19:51:38
8814,8163,Moderate,Clear,Holiday,2025-08-17 02:10:53
8815,3492,Heavy,Clear,Festival,2025-03-17 23:05:16
8816,3463,Moderate,Rain,Festival,2025-06-09 22:55:12
8817,3616,Clear,Clear,Strike,2025-02-04 20:25:00
8818,6088,Clear,Fog,Strike,2025-06-14 13:26:03
8819,2430,Clear,Rain,Strike,2025-07-05 20:11:18
8820,3271,Clear,Fog,Festival,2025-07-26 10:59:17
8821,8286,Heavy,Rain,Festival,2025-07-22 20:34:54
8822,7740,Moderate,Rain,Festival,2025-05-13 06:59:03
8823,964,Clear,Fog,Festival,2025-01-11 20:42:41
8824,429,Moderate,Fog,Strike,2025-06-09 17:13:31
8825,6482,Moderate,Fog,,2025-07-22 18:22:20
8826,850,Clear,Rain,,2025-02-16 07:30:27
8827,7762,Heavy,Clear,,2025-01-26 10:00:21
8828,4567,Moderate,Clear,,2025-03-03 08:13:59
8829,2592,Moderate,Clear,Festival,2025-08-23 09:01:28
8830,2114,Heavy,Clear,Holiday,2025-01-31 09:01:44
8831,4322,Heavy,Clear,Festival,2025-07-01 22:13:56
8832,7616,Clear,Fog,Festival,2025-04-01 20:18:32
8833,1565,Clear,Rain,Festival,2025-05-14 22:33:09
8834,2601,Heavy,Fog,,2025-07-23 09:31:53
8835,6740,Clear,Fog,Holiday,2025-04-14 16:52:44
8836,1123,Clear,Clear,,2025-07-03 12:54:01
8837,1624,Moderate,Rain,Festival,2025-04-19 11:11:39
8838,7958,Heavy,Clear,,2025-08-30 11:47:36
8839,9538,Clear,Clear,,2025-06-14 14:20:54
8840,2889,Moderate,Fog,Strike,2025-05-17 19:39:57
8841,9937,Clear,Fog,Festival,2025-01-14 03:55:35
8842,2305,Heavy,Fog,Festival,2025-08-19 02:18:46
8843,8571,Moderate,Fog,,2025-03-29 23:45:30
8844,1869,Heavy,Fog,Holiday,2025-04-25 04:52:24
8845,9741,Moderate,Rain,Holiday,2025-05-02 12:35:25
8846,3110,Moderate,Clear,Festival,2025-05-03 12:14:25
8847,2839,Clear,Fog,Holiday,2025-03-06 01:45:06
8848,9606,Clear,Fog,Strike,2025-09-05 16:17:22
8849,7242,Clear,Rain,Holiday,2025-03-27 07:24:21
8850,8737,Moderate,Fog,,2025-02-11 00:55:47
8851,9115,Clear,Rain,Festival,2025-07-02 20:31:36
8852,1149,Clear,Clear,,2025-02-24 15:31:42
8853,9816,Clear,Clear,Holiday,2025-09-04 19:44:34
8854,3523,Clear,Clear,Strike,2025-03-10 11:55:56
8855,4754,Moderate,Clear,,2025-06-08 18:11:45
8856,8018,Clear,Fog,Festival,2025-04-24 14:54:10
8857,6718,Moderate,Rain,,2025-02-12 01:25:08
8858,2236,Moderate,Clear,Strike,2025-02-23 22:36:17
8859,8527,Clear,Rain,Strike,2025-03-08 22:40:52
8860,1497,Moderate,Rain,,2025-08-09 13:06:23
8861,573,Heavy,Rain,,2025-08-03 21:12:53
8862,8030,Heavy,Fog,Festival,2025-02-15 20:38:52
8863,4889,Clear,Clear,Holiday,2025-04-25 19:50:04
8864,6561,Moderate,Rain,,2025-07-17 12:59:25
8865,3983,Clear,Rain,Holiday,2025-03-24 06:22:13
8866,460,Heavy,Clear,,2025-03-31 23:24:17
8867,5887,Heavy,Clear,Holiday,2025-07-18 18:34:11
8868,2005,Clear,Fog,,2025-01-26 05:08:14
8869,3177,Heavy,Fog,Strike,2025-01-22 00:25:40
8870,2724,Clear,Fog,Strike,2025-08-01 04:06:07
8871,2176,Heavy,Rain,Holiday,2025-01-15 17:51:58
8872,1495,Moderate,Clear,,2025-01-14 16:18:01
8873,3416,Heavy,Clear,Strike,2025-05-11 02:33:49
8874,5962,Moderate,Fog,Festival,2025-04-09 00:17:14
8875,9502,Clear,Rain,Holiday,2025-01-13 19:48:27
8876,2333,Moderate,Rain,,2025-01-13 09:09:49
8877,6816,Moderate,Fog,Holiday,2025-02-18 15:24:28
8878,4529,Heavy,Fog,Festival,2025-06-30 05:20:00
8879,5598,Moderate,Fog,Holiday,2025-03-22 19:31:35
8880,4161,Heavy,Rain,Holiday,2025-05-31 23:19:59
8881,4377,Moderate,Fog,,2025-07-13 19:06:26
8882,2385,Clear,Fog,Holiday,2025-01-11 14:13:06
8883,2360,Clear,Clear,Strike,2025-02-06 15:10:11
8884,2342,Moderate,Clear,Holiday,2025-06-26 05:15:59
8885,1389,Moderate,Fog,Holiday,2025-02-24 08:06:05
8886,3898,Heavy,Rain,Festival,2025-06-20 11:01:36
8887,3193,Moderate,Rain,Holiday,2025-05-14 20:37:55
8888,7889,Moderate,Fog,Holiday,2025-05-20 16:22:37
8889,6192,Heavy,Fog,Strike,2025-02-03 22:23:29
8890,405,Moderate,Fog,,2025-04-20 06:57:23
8891,4005,Heavy,Clear,Strike,2025-04-14 04:16:34
8892,3697,Clear,Clear,Holiday,2025-03-11 21:27:35
8893,860,Moderate,Clear,Holiday,2025-06-23 10:24:43
8894,2245,Clear,Fog,Festival,2025-06-26 01:29:43
8895,3376,Heavy,Rain,Festival,2025-04-12 11:20:56
8896,3492,Heavy,Clear,Festival,2025-07-28 10:47:15
8897,9972,Heavy,Fog,Holiday,2025-08-11 04:27:48
8898,2717,Clear,Rain,Strike,2025-04-29 00:02:08
8899,9094,Moderate,Rain,Festival,2025-04-20 22:02:27
8900,6658,Moderate,Rain,Strike,2025-02-10 15:09:13
8901,7144,Clear,Rain,,2025-06-02 14:08:39
8902,85,Clear,Rain,Strike,2025-01-27 18:49:12
8903,2777,Clear,Rain,Holiday,2025-06-02 11:42:57
8904,7172,Clear,Clear,Holiday,2025-06-17 10:17:23
8905,8951,Moderate,Clear,Holiday,2025-08-27 00:43:52
8906,9739,Clear,Clear,Holiday,2025-02-08 17:38:28
8907,1416,Clear,Fog,Strike,2025-02-13 07:42:04
8908,2251,Clear,Rain,,2025-04-25 06:36:21
8909,7055,Heavy,Clear,Festival,2025-03-24 13:47:24
8910,2949,Clear,Clear,,2025-01-18 11:01:56
8911,4379,Moderate,Clear,Holiday,2025-06-16 15:24:57
8912,3051,Heavy,Clear,Strike,2025-08-04 05:09:26
8913,4959,Moderate,Clear,Strike,2025-08-31 12:01:09
8914,3297,Moderate,Fog,Holiday,2025-07-06 14:38:59
8915,6780,Clear,Fog,,2025-07-20 15:33:53
8916,3232,Heavy,Rain,Strike,2025-04-17 10:45:17
8917,5552,Heavy,Rain,Festival,2025-07-02 13:01:45
8918,6415,Clear,Rain,Strike,2025-06-26 08:12:40
8919,2119,Heavy,Clear,,2025-07-05 09:27:20
8920,3309,Clear,Rain,Strike,2025-04-18 00:47:03
8921,1854,Clear,Fog,Holiday,2025-04-15 09:57:52
8922,6650,Heavy,Clear,Holiday,2025-02-27 05:28:57
8923,5139,Moderate,Clear,Holiday,2025-04-26 08:40:17
8924,4991,Clear,Rain,Holiday,2025-02-23 19:01:08
8925,4855,Clear,Fog,Festival,2025-08-29 10:01:54
8926,8166,Moderate,Rain,Strike,2025-03-04 12:49:33
8927,5891,Moderate,Fog,Festival,2025-09-03 03:24:44
8928,9295,Heavy,Rain,Festival,2025-01-24 12:10:12
8929,491,Clear,Clear,Strike,2025-07-31 17:41:29
8930,5045,Clear,Fog,Festival,2025-04-23 21:30:22
8931,908,Heavy,Rain,Holiday,2025-09-06 11:30:06
8932,1257,Clear,Fog,Holiday,2025-05-04 09:42:16
8933,9307,Clear,Rain,Holiday,2025-07-19 18:05:57
